sample_index,sample_path,target_index,target_label,secure_argmax_class_index,secure_argmax_label,secure_threshold_class_index,secure_threshold_label,prob_class_0,prob_class_1,confidence_margin
171,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00053.png,1,class_1,1,class_1,1,class_1,0.33483126759529114,0.6651687622070312,0.3303374946117401
172,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00054.png,1,class_1,1,class_1,1,class_1,0.3220628499984741,0.6779371500015259,0.35587430000305176
173,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00056.png,1,class_1,1,class_1,1,class_1,0.3374875485897064,0.6625124216079712,0.32502487301826477
174,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00057.png,1,class_1,1,class_1,1,class_1,0.30780595541000366,0.6921940445899963,0.3843880891799927
175,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00058.png,1,class_1,1,class_1,1,class_1,0.31501060724258423,0.6849894523620605,0.3699788451194763
176,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00059.png,1,class_1,1,class_1,1,class_1,0.35644614696502686,0.6435538530349731,0.2871077060699463
177,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00060.png,1,class_1,1,class_1,1,class_1,0.31327471137046814,0.6867253184318542,0.3734506070613861
178,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00061.png,1,class_1,1,class_1,1,class_1,0.3103250563144684,0.6896749138832092,0.37934985756874084
179,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00062.png,1,class_1,1,class_1,1,class_1,0.32952383160591125,0.6704761981964111,0.3409523665904999
180,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00063.png,1,class_1,1,class_1,1,class_1,0.3123556673526764,0.687644362449646,0.3752886950969696
181,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00064.png,1,class_1,1,class_1,1,class_1,0.3071563243865967,0.6928436756134033,0.38568735122680664
182,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00065.png,1,class_1,1,class_1,1,class_1,0.3258056938648224,0.6741942763328552,0.34838858246803284
183,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00066.png,1,class_1,1,class_1,1,class_1,0.31597211956977844,0.6840278506278992,0.3680557310581207
184,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00067.png,1,class_1,1,class_1,1,class_1,0.31628599762916565,0.6837140321731567,0.3674280345439911
185,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00068.png,1,class_1,1,class_1,1,class_1,0.31694158911705017,0.6830583810806274,0.36611679196357727
186,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00070.png,1,class_1,1,class_1,1,class_1,0.35193008184432983,0.6480699181556702,0.29613983631134033
187,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00071.png,1,class_1,1,class_1,1,class_1,0.3166830241680145,0.6833169460296631,0.36663392186164856
188,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00073.png,1,class_1,1,class_1,1,class_1,0.3268499970436096,0.6731500625610352,0.34630006551742554
189,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00075.png,1,class_1,1,class_1,1,class_1,0.31100183725357056,0.6889981627464294,0.3779963254928589
190,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00076.png,1,class_1,1,class_1,1,class_1,0.31442728638648987,0.685572624206543,0.3711453378200531
191,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00077.png,1,class_1,1,class_1,1,class_1,0.32416775822639465,0.675832211971283,0.3516644537448883
192,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00078.png,1,class_1,1,class_1,1,class_1,0.3127303421497345,0.6872697472572327,0.37453940510749817
193,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00079.png,1,class_1,1,class_1,1,class_1,0.311642050743103,0.688357949256897,0.37671589851379395
194,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00080.png,1,class_1,1,class_1,1,class_1,0.30266663432121277,0.6973333954811096,0.39466676115989685
195,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00082.png,1,class_1,1,class_1,1,class_1,0.3160168528556824,0.6839832067489624,0.36796635389328003
196,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00084.png,1,class_1,1,class_1,1,class_1,0.3919261395931244,0.608073890209198,0.2161477506160736
197,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00085.png,1,class_1,1,class_1,1,class_1,0.3149990737438202,0.6850009560585022,0.370001882314682
198,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00086.png,1,class_1,1,class_1,1,class_1,0.31843987107276917,0.6815601587295532,0.36312028765678406
199,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00087.png,1,class_1,1,class_1,1,class_1,0.3329498767852783,0.6670501232147217,0.33410024642944336
200,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00088.png,1,class_1,1,class_1,1,class_1,0.3057449460029602,0.6942550539970398,0.3885101079940796
201,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00089.png,1,class_1,1,class_1,1,class_1,0.3119053244590759,0.6880947351455688,0.3761894106864929
202,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00091.png,1,class_1,1,class_1,1,class_1,0.3111478388309479,0.688852071762085,0.3777042329311371
203,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00092.png,1,class_1,1,class_1,1,class_1,0.3150511682033539,0.6849488019943237,0.36989763379096985
204,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00094.png,1,class_1,1,class_1,1,class_1,0.299895703792572,0.700104296207428,0.40020859241485596
205,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00095.png,1,class_1,1,class_1,1,class_1,0.3098434507846832,0.6901565194129944,0.38031306862831116
206,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00096.png,1,class_1,0,class_0,0,class_0,0.6446784138679504,0.3553216755390167,0.2893567383289337
207,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00097.png,1,class_1,1,class_1,1,class_1,0.33803790807724,0.6619621515274048,0.3239242434501648
208,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00098.png,1,class_1,1,class_1,1,class_1,0.3098234534263611,0.6901765465736389,0.38035309314727783
209,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00099.png,1,class_1,1,class_1,1,class_1,0.3103261888027191,0.6896737813949585,0.3793475925922394
210,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00100.png,1,class_1,1,class_1,1,class_1,0.31125712394714355,0.6887428164482117,0.3774856925010681
211,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00101.png,1,class_1,1,class_1,1,class_1,0.3124971389770508,0.6875028610229492,0.37500572204589844
212,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00102.png,1,class_1,1,class_1,1,class_1,0.3136644661426544,0.6863355040550232,0.3726710379123688
213,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00103.png,1,class_1,1,class_1,1,class_1,0.3233211040496826,0.6766788959503174,0.35335779190063477
214,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00104.png,1,class_1,1,class_1,1,class_1,0.3123473525047302,0.687652587890625,0.3753052353858948
215,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00105.png,1,class_1,1,class_1,1,class_1,0.3117091953754425,0.6882907748222351,0.3765815794467926
216,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00107.png,1,class_1,1,class_1,1,class_1,0.32452192902565,0.6754780411720276,0.35095611214637756
217,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00108.png,1,class_1,1,class_1,1,class_1,0.3276306092739105,0.6723694205284119,0.34473881125450134
218,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00109.png,1,class_1,1,class_1,1,class_1,0.3233897387981415,0.6766103506088257,0.3532206118106842
219,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00110.png,1,class_1,1,class_1,1,class_1,0.32450684905052185,0.6754931807518005,0.3509863317012787
220,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00111.png,1,class_1,1,class_1,1,class_1,0.32500287890434265,0.674997091293335,0.3499942123889923
221,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00112.png,1,class_1,1,class_1,1,class_1,0.3277198076248169,0.6722802519798279,0.344560444355011
222,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00113.png,1,class_1,1,class_1,1,class_1,0.314328134059906,0.685671865940094,0.371343731880188
223,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00115.png,1,class_1,1,class_1,1,class_1,0.3590916395187378,0.6409083008766174,0.28181666135787964
224,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00116.png,1,class_1,1,class_1,1,class_1,0.3326260447502136,0.6673739552497864,0.33474791049957275
225,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00117.png,1,class_1,1,class_1,1,class_1,0.3316286504268646,0.6683713793754578,0.33674272894859314
226,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00119.png,1,class_1,1,class_1,1,class_1,0.31136631965637207,0.6886336207389832,0.3772673010826111
227,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00120.png,1,class_1,1,class_1,1,class_1,0.3663407862186432,0.6336591839790344,0.26731839776039124
228,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00121.png,1,class_1,1,class_1,1,class_1,0.31835153698921204,0.6816484928131104,0.3632969558238983
229,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00122.png,1,class_1,1,class_1,1,class_1,0.3250865340232849,0.6749134659767151,0.3498269319534302
230,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00123.png,1,class_1,1,class_1,1,class_1,0.30924636125564575,0.690753698348999,0.38150733709335327
231,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00125.png,1,class_1,1,class_1,1,class_1,0.3234917223453522,0.6765083074569702,0.35301658511161804
232,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00126.png,1,class_1,1,class_1,1,class_1,0.31633898615837097,0.6836609840393066,0.36732199788093567
233,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00127.png,1,class_1,1,class_1,1,class_1,0.3081631660461426,0.6918368339538574,0.38367366790771484
234,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00128.png,1,class_1,1,class_1,1,class_1,0.3174099624156952,0.6825900077819824,0.36518004536628723
235,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00129.png,1,class_1,1,class_1,1,class_1,0.3117743134498596,0.6882256865501404,0.37645137310028076
236,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00133.png,1,class_1,1,class_1,1,class_1,0.3162517845630646,0.683748185634613,0.36749640107154846
237,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00134.png,1,class_1,1,class_1,1,class_1,0.3403092920780182,0.6596906781196594,0.31938138604164124
238,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00136.png,1,class_1,1,class_1,1,class_1,0.33318865299224854,0.6668113470077515,0.33362269401550293
239,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00137.png,1,class_1,1,class_1,0,class_0,0.42451390624046326,0.5754860639572144,0.1509721577167511
240,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00138.png,1,class_1,1,class_1,1,class_1,0.3557193875312805,0.6442806124687195,0.28856122493743896
241,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00139.png,1,class_1,1,class_1,1,class_1,0.3121318221092224,0.6878682374954224,0.37573641538619995
242,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00140.png,1,class_1,1,class_1,1,class_1,0.3130345046520233,0.6869655251502991,0.37393102049827576
243,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00141.png,1,class_1,1,class_1,1,class_1,0.3103136122226715,0.6896864175796509,0.37937280535697937
244,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00142.png,1,class_1,1,class_1,1,class_1,0.341198593378067,0.6588014364242554,0.31760284304618835
245,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00143.png,1,class_1,1,class_1,1,class_1,0.36446818709373474,0.6355317831039429,0.27106359601020813
246,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00144.png,1,class_1,1,class_1,1,class_1,0.325109601020813,0.674890398979187,0.349780797958374
247,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00145.png,1,class_1,1,class_1,1,class_1,0.3139033019542694,0.686096727848053,0.37219342589378357
248,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00146.png,1,class_1,1,class_1,1,class_1,0.3100843131542206,0.689915657043457,0.37983134388923645
249,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00148.png,1,class_1,1,class_1,1,class_1,0.32355907559394836,0.6764408946037292,0.3528818190097809
250,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00149.png,1,class_1,1,class_1,1,class_1,0.3253801465034485,0.6746197938919067,0.34923964738845825
251,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00150.png,1,class_1,1,class_1,1,class_1,0.3312772810459137,0.6687227487564087,0.337445467710495
252,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00152.png,1,class_1,1,class_1,1,class_1,0.31105563044548035,0.6889443397521973,0.3778887093067169
253,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00153.png,1,class_1,1,class_1,1,class_1,0.310430645942688,0.689569354057312,0.379138708114624
254,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00154.png,1,class_1,1,class_1,1,class_1,0.3301462233066559,0.6698537468910217,0.33970752358436584
255,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00156.png,1,class_1,1,class_1,1,class_1,0.3304286301136017,0.6695713400840759,0.33914270997047424
256,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00158.png,1,class_1,1,class_1,1,class_1,0.30612581968307495,0.6938741207122803,0.3877483010292053
257,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00160.png,1,class_1,1,class_1,1,class_1,0.35125732421875,0.6487427353858948,0.2974854111671448
258,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00161.png,1,class_1,1,class_1,1,class_1,0.31488457322120667,0.685115396976471,0.3702308237552643
259,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00162.png,1,class_1,1,class_1,1,class_1,0.3094305396080017,0.6905695199966431,0.38113898038864136
260,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00163.png,1,class_1,1,class_1,1,class_1,0.3427782654762268,0.6572216749191284,0.3144434094429016
261,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00165.png,1,class_1,1,class_1,1,class_1,0.3171250820159912,0.6828749775886536,0.36574989557266235
262,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00166.png,1,class_1,1,class_1,0,class_0,0.41942644119262695,0.580573558807373,0.1611471176147461
263,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00167.png,1,class_1,1,class_1,1,class_1,0.3175906836986542,0.6824093461036682,0.36481866240501404
264,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00169.png,1,class_1,1,class_1,1,class_1,0.30829527974128723,0.6917046904563904,0.38340941071510315
265,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00170.png,1,class_1,1,class_1,0,class_0,0.49666866660118103,0.5033313632011414,0.006662696599960327
266,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00172.png,1,class_1,1,class_1,1,class_1,0.3253391683101654,0.674660861492157,0.3493216931819916
267,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00175.png,1,class_1,1,class_1,1,class_1,0.3180598020553589,0.6819401979446411,0.3638803958892822
268,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00176.png,1,class_1,1,class_1,1,class_1,0.3724505603313446,0.6275494694709778,0.2550989091396332
269,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00178.png,1,class_1,1,class_1,1,class_1,0.34630799293518066,0.6536919474601746,0.3073839545249939
270,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00179.png,1,class_1,1,class_1,1,class_1,0.30886346101760864,0.6911365985870361,0.3822731375694275
271,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00180.png,1,class_1,1,class_1,1,class_1,0.32077309489250183,0.6792269349098206,0.3584538400173187
272,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00181.png,1,class_1,1,class_1,1,class_1,0.31019824743270874,0.689801812171936,0.3796035647392273
273,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00182.png,1,class_1,1,class_1,1,class_1,0.3357236981391907,0.6642763018608093,0.32855260372161865
274,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00183.png,1,class_1,1,class_1,1,class_1,0.3097042143344879,0.6902958154678345,0.38059160113334656
275,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00184.png,1,class_1,1,class_1,1,class_1,0.3242914080619812,0.6757085919380188,0.3514171838760376
276,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00186.png,1,class_1,1,class_1,1,class_1,0.38505926728248596,0.6149407029151917,0.2298814356327057
277,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00187.png,1,class_1,1,class_1,1,class_1,0.3167877793312073,0.6832122206687927,0.36642444133758545
278,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00188.png,1,class_1,0,class_0,0,class_0,0.6346349120140076,0.3653651475906372,0.26926976442337036
279,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00191.png,1,class_1,1,class_1,1,class_1,0.3127177357673645,0.6872822046279907,0.3745644688606262
280,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00194.png,1,class_1,1,class_1,1,class_1,0.3105071783065796,0.6894928216934204,0.3789856433868408
281,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00195.png,1,class_1,1,class_1,1,class_1,0.3118913471698761,0.6881086230278015,0.3762172758579254
282,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00196.png,1,class_1,1,class_1,1,class_1,0.31456542015075684,0.6854346394538879,0.3708692193031311
283,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00197.png,1,class_1,1,class_1,1,class_1,0.3139747083187103,0.6860253214836121,0.37205061316490173
284,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00200.png,1,class_1,1,class_1,1,class_1,0.3554001450538635,0.6445997953414917,0.2891996502876282
285,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00206.png,1,class_1,0,class_0,0,class_0,0.6020347476005554,0.3979652225971222,0.20406952500343323
286,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00207.png,1,class_1,1,class_1,1,class_1,0.3258891701698303,0.6741108298301697,0.34822165966033936
287,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00208.png,1,class_1,1,class_1,1,class_1,0.3080118000507355,0.6919881701469421,0.38397637009620667
288,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00209.png,1,class_1,1,class_1,0,class_0,0.4668349325656891,0.5331651568412781,0.06633022427558899
289,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00211.png,1,class_1,1,class_1,1,class_1,0.31642821431159973,0.6835717558860779,0.36714354157447815
290,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00212.png,1,class_1,1,class_1,1,class_1,0.31423109769821167,0.6857689023017883,0.37153780460357666
291,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00213.png,1,class_1,1,class_1,1,class_1,0.3153608739376068,0.6846391558647156,0.36927828192710876
292,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00214.png,1,class_1,1,class_1,1,class_1,0.3228553533554077,0.6771447062492371,0.35428935289382935
293,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00216.png,1,class_1,1,class_1,1,class_1,0.37527918815612793,0.6247208118438721,0.24944162368774414
294,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00218.png,1,class_1,1,class_1,1,class_1,0.3357478380203247,0.6642521619796753,0.3285043239593506
295,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00221.png,1,class_1,1,class_1,1,class_1,0.3278052806854248,0.6721947193145752,0.3443894386291504
296,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00222.png,1,class_1,0,class_0,0,class_0,0.5765687823295593,0.42343124747276306,0.15313753485679626
297,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00224.png,1,class_1,1,class_1,1,class_1,0.3526023328304291,0.6473976373672485,0.29479530453681946
298,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00225.png,1,class_1,1,class_1,1,class_1,0.3244415819644928,0.6755583882331848,0.351116806268692
299,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00228.png,1,class_1,1,class_1,1,class_1,0.3891616761684418,0.6108383536338806,0.22167667746543884
300,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00229.png,1,class_1,1,class_1,1,class_1,0.3223285377025604,0.677671492099762,0.35534295439720154
301,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00230.png,1,class_1,1,class_1,1,class_1,0.32068121433258057,0.6793188452720642,0.35863763093948364
302,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00231.png,1,class_1,1,class_1,0,class_0,0.464946985244751,0.535053014755249,0.07010602951049805
303,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00232.png,1,class_1,1,class_1,1,class_1,0.31294769048690796,0.6870522499084473,0.3741045594215393
304,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00234.png,1,class_1,1,class_1,1,class_1,0.316571444272995,0.6834285855293274,0.3668571412563324
305,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00236.png,1,class_1,1,class_1,1,class_1,0.3707629442214966,0.6292370557785034,0.25847411155700684
306,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00238.png,1,class_1,1,class_1,1,class_1,0.30728527903556824,0.6927147507667542,0.3854294717311859
307,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00239.png,1,class_1,1,class_1,1,class_1,0.31979459524154663,0.6802054047584534,0.36041080951690674
308,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00240.png,1,class_1,1,class_1,1,class_1,0.31246525049209595,0.687534749507904,0.3750694990158081
309,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00241.png,1,class_1,1,class_1,1,class_1,0.3151944577693939,0.6848055720329285,0.36961111426353455
310,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00242.png,1,class_1,1,class_1,1,class_1,0.3159005045890808,0.6840994954109192,0.3681989908218384
311,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00243.png,1,class_1,1,class_1,1,class_1,0.339052677154541,0.660947322845459,0.32189464569091797
312,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00244.png,1,class_1,1,class_1,1,class_1,0.32134148478507996,0.6786585450172424,0.3573170602321625
313,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00245.png,1,class_1,1,class_1,1,class_1,0.3242917060852051,0.6757082939147949,0.35141658782958984
314,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00246.png,1,class_1,1,class_1,1,class_1,0.31948816776275635,0.6805118322372437,0.3610236644744873
315,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00247.png,1,class_1,1,class_1,1,class_1,0.3091345727443695,0.6908653974533081,0.3817308247089386
316,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00249.png,1,class_1,1,class_1,1,class_1,0.3059352934360504,0.694064736366272,0.38812944293022156
317,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00250.png,1,class_1,1,class_1,1,class_1,0.3089047968387604,0.691095232963562,0.38219043612480164
318,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00253.png,1,class_1,1,class_1,1,class_1,0.39348599314689636,0.606514036655426,0.21302804350852966
319,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00255.png,1,class_1,1,class_1,1,class_1,0.3387114107608795,0.6612885594367981,0.3225771486759186
320,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00256.png,1,class_1,1,class_1,1,class_1,0.32137617468833923,0.6786237955093384,0.35724762082099915
321,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00257.png,1,class_1,1,class_1,1,class_1,0.3185814619064331,0.6814185380935669,0.3628370761871338
322,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00258.png,1,class_1,1,class_1,1,class_1,0.30969417095184326,0.6903058886528015,0.38061171770095825
323,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00260.png,1,class_1,1,class_1,1,class_1,0.319235622882843,0.680764377117157,0.36152875423431396
324,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00261.png,1,class_1,1,class_1,1,class_1,0.3297528028488159,0.6702472567558289,0.34049445390701294
325,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00262.png,1,class_1,1,class_1,1,class_1,0.31208279728889465,0.687917172908783,0.3758343756198883
326,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00263.png,1,class_1,1,class_1,1,class_1,0.3080824911594391,0.6919175386428833,0.3838350474834442
327,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00264.png,1,class_1,1,class_1,1,class_1,0.31199976801872253,0.6880002617835999,0.3760004937648773
328,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00265.png,1,class_1,1,class_1,1,class_1,0.32776308059692383,0.6722369194030762,0.34447383880615234
329,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00266.png,1,class_1,1,class_1,1,class_1,0.3441462218761444,0.655853807926178,0.31170758605003357
330,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00267.png,1,class_1,1,class_1,1,class_1,0.31420207023620605,0.685797929763794,0.3715958595275879
331,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00268.png,1,class_1,1,class_1,1,class_1,0.3094724416732788,0.690527617931366,0.38105517625808716
332,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00269.png,1,class_1,1,class_1,1,class_1,0.3140365183353424,0.68596351146698,0.3719269931316376
333,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00270.png,1,class_1,1,class_1,1,class_1,0.31333640217781067,0.6866636276245117,0.37332722544670105
334,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00271.png,1,class_1,1,class_1,1,class_1,0.3336885869503021,0.6663113832473755,0.33262279629707336
335,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00272.png,1,class_1,1,class_1,1,class_1,0.31157171726226807,0.6884282827377319,0.37685656547546387
336,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00273.png,1,class_1,1,class_1,1,class_1,0.31588613986968994,0.6841138601303101,0.3682277202606201
337,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00274.png,1,class_1,0,class_0,0,class_0,0.563504159450531,0.4364958703517914,0.12700828909873962
338,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00275.png,1,class_1,1,class_1,1,class_1,0.33035656809806824,0.6696435213088989,0.3392869532108307
339,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00276.png,1,class_1,1,class_1,1,class_1,0.31230971217155457,0.6876903176307678,0.37538060545921326
340,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00277.png,1,class_1,1,class_1,1,class_1,0.33174923062324524,0.6682507395744324,0.33650150895118713
341,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00278.png,1,class_1,1,class_1,1,class_1,0.32000914216041565,0.6799908876419067,0.3599817454814911
342,/data/wyb/pneumoniamnist_imagefolder_subset/val/1/00279.png,1,class_1,1,class_1,1,class_1,0.30921557545661926,0.6907843947410583,0.3815688192844391
